MCS,class,num,smarts
c1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,632,2,[#6]:1:[#6]:[#6]-2:[#6](:[#6]:[#6]:1)-[#7]-[#6](-[#6]-[#7]=[#6]-2-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)=[#8]
CN1C(C)CC(OC(=O)c2c[nH]c3ccccc23)CC1C,636,2,[#6]-[#7]-1-[#6](-[#6]-[#6](-[#8]-[#6](-[#6]:2:[#6]:[#7]:[#6]:3:[#6]:2:[#6]:[#6]:[#6]:[#6]:3)=[#8])-[#6]-[#6]-1-[#6])-[#6]
CCc1c2cc(O)ccc2nc2c1Cn1c-2cc2c(c1=O)COC(=O)C2(CC)O,1251,2,[#6]-[#6]-[#6]:1:[#6]:2:[#6]:[#6](-[#8]):[#6]:[#6]:[#6]:2:[#7]:[#6]-2:[#6]:1-[#6]-[#7]:1:[#6]-2:[#6]:[#6]-2:[#6](-[#6]-[#8]-[#6](-[#6]-2(-[#8])-[#6]-[#6])=[#8]):[#6]:1=[#8]
FC(F)(F)c1cc(C(OC2OCCN(Cc3nc(=O)[nH][nH]3)C2c2ccc(F)cc2)C)cc(C(F)(F)F)c1,450,2,[F]-[#6](-[#6]:1:[#6]:[#6](-[#6](-[#6])-[#8]-[#6]-2-[#8]-[#6]-[#6]-[#7](-[#6]-2-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[F])-[#6]-[#6]:2:[#7]:[#6](:[#7]:[#7]:2)=[#8]):[#6]:[#6](-[#6](-[F])(-[F])-[F]):[#6]:1)(-[F])-[F]
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,646,2,[#8]=[#6]-1-[#6]:2:[#6]:3:[#6]:[#6]:[#6]:[#6]:[#6]:3:[#7](-[#6]):[#6]:2-[#6]-[#6]-[#6]-1-[#6]-[#7]:1:[#6]:[#6]:[#7]:[#6]:1-[#6]
N1CCC(=C2c3c(cc(Cl)cc3)CCc3c2nccc3)CC1,647,2,[Cl]-[#6]:1:[#6]:[#6]-2:[#6](:[#6]:[#6]:1)-[#6](=[#6]-1-[#6]-[#6]-[#7]-[#6]-[#6]-1)-[#6]:1:[#7]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#6]-2
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(cccc3)nc2-1,1250,2,[#6]-[#6]-[#6]-1(-[#6](-[#8]-[#6]-[#6]:2:[#6]-1:[#6]:[#6]-1:[#7](:[#6]:2=[#8])-[#6]-[#6]:2:[#6]:[#6]:3:[#6](:[#7]:[#6]-1:2):[#6]:[#6]:[#6]:[#6]:3)=[#8])-[#8]
CCC(O)(C(O)=O)c1cc2n(c(=O)c1C)Cc1c-2nc2cc(F)c(C)c3c2c1C(N)CC3,1249,2,[#6]-[#6]-[#6](-[#6](=[#8])-[#8])(-[#8])-[#6]:1:[#6](:[#6](:[#7]:2-[#6]-[#6]:3:[#6]:4-[#6](-[#7])-[#6]-[#6]-[#6]:5:[#6]:4:[#6](:[#7]:[#6]:3-[#6]:2:[#6]:1):[#6]:[#6](-[F]):[#6]:5-[#6])=[#8])-[#6]
Oc1ccc(C(c2ccc(O)cc2)c2ncccc2)cc1,661,2,[#8]-[#6]:1:[#6]:[#6]:[#6](-[#6](-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#7]:2)-[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2)-[#8]):[#6]:[#6]:1
CCCSCc1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,685,2,[#6]-[#6]-[#6]-[#16]-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#6]=[#6]-[#6]:1:[#6]:[#6]:[#6]:2:[#6]:[#6]:[#6](:[#6]:[#6]:2:[#7]:1)-[Cl]
NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,668,2,[#7]-[#6]-[#6]-[#6](-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#8]-[#6]:1:[#6]:[#6]:[#6](-[#6](-[F])(-[F])-[F]):[#6]:[#6]:1
CN1CCC23CCCCC2C1Cc1c3cc(O)cc1,425,2,[#6]-[#7]-1-[#6]-[#6]-[#6]-2-3-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1-[#6]-[#6]:1:[#6]-3:[#6]:[#6](:[#6]:[#6]:1)-[#8]
Oc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,423,2,[#8]-[#6]-1(-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6](-[#6]-[#7](-[#6])-[#6])-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#8]
C12Oc3c(O)ccc4c3C13CCN(C)C(C4)C3(O)CCC2=O,421,2,[#6]-1-2-[#8]-[#6]:3:[#6](:[#6]:[#6]:[#6]-4:[#6]:3-[#6]-3-1-[#6]-[#6]-[#7](-[#6](-[#6]-3(-[#6]-[#6]-[#6]-2=[#8])-[#8])-[#6]-4)-[#6])-[#8]
Cc1c(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccccc2)no1,676,2,[#6]-[#6]:1:[#6](-[#6]:2:[#6]:[#6]:[#6](-[#16](=[#8])(=[#8])-[#7]):[#6]:[#6]:2):[#6](-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#8]:1
C1C2Oc3c4c(ccc3O)CC3N(CC(C)C)CCC24C3(O)CC1,418,2,[#8]-[#6]:1:[#6]:2-[#8]-[#6]-3-[#6]-[#6]-[#6]-[#6]-4(-[#6]-5-[#6]-[#6](:[#6]:2-[#6]-3-4-[#6]-[#6]-[#7]-5-[#6]-[#6](-[#6])-[#6]):[#6]:[#6]:1)-[#8]
C12Oc3c(O)ccc4c3C13CCN(C)C(C4)C3CCC2=O,415,2,[#6]-1-2-[#8]-[#6]:3:[#6](:[#6]:[#6]:[#6]-4:[#6]:3-[#6]-3-1-[#6]-[#6]-[#7](-[#6](-[#6]-3-[#6]-[#6]-[#6]-2=[#8])-[#6]-4)-[#6])-[#8]
CCCCCc1cc2c(c(O)c1)C1C=C(C)CCC1C(C)(C)O2,1245,2,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]:1:[#6]:[#6](-[#8]):[#6]-2:[#6](-[#8]-[#6](-[#6])(-[#6])-[#6]-3-[#6]-2-[#6]=[#6](-[#6])-[#6]-[#6]-3):[#6]:1
c(-c1ccc(F)cc1)c(C=CC(O)CC(O)CC(O)=O)c(C(C)C)nc,986,2,[#6]-[#6](-[#6](:[#7]:[#6]):[#6](:[#6]-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[F])-[#6]=[#6]-[#6](-[#6]-[#6](-[#6]-[#6](=[#8])-[#8])-[#8])-[#8])-[#6]
Oc1ccc(-c2cc3c(s2)cc(O)cc3)cc1,896,2,[#8]-[#6]:1:[#6]:[#6]:[#6](-[#6]:2:[#6]:[#6]:3:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:3:[#16]:2):[#6]:[#6]:1
CC1(C)C(C(O)=O)N2C(CC2=O)S1(=O)=O,1119,2,[#6]-[#6]-1(-[#6](-[#6](=[#8])-[#8])-[#7]-2-[#6](-[#16]-1(=[#8])=[#8])-[#6]-[#6]-2=[#8])-[#6]
C12CCC3C4CCC(C(C)=O)C4(C)CCC3C1(C)CCC(O)C2,78,2,[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6]-[#6]-[#6]-4-[#6]-[#6](-[#6]-[#6]-[#6]-4(-[#6]-3-[#6]-[#6]-[#6]-1-2-[#6])-[#6])-[#8])=[#8]
nCCCCN1CCN(c2ncccn2)CC1,145,2,[#7]-[#6]-[#6]-[#6]-[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6]:2:[#7]:[#6]:[#6]:[#6]:[#7]:2)-[#6]-[#6]-1
CC12CCC3C(C1CCC2(C#C)O)CCC1=C3CCC(=O)C1,98,2,[#6]-[#6]-1-2-[#6]-[#6]-[#6]-3-[#6](-[#6]-[#6]-[#6]-4=[#6]-3-[#6]-[#6]-[#6](-[#6]-4)=[#8])-[#6]-1-[#6]-[#6]-[#6]-2(-[#8])-[#6]#[#6]
Clc1cccc(N2CCN(CCCn3ncnc3=O)CC2)c1,148,2,[Cl]-[#6]:1:[#6]:[#6]:[#6]:[#6](:[#6]:1)-[#7]-1-[#6]-[#6]-[#7](-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#7]:1:[#7]:[#6]:[#7]:[#6]:1=[#8]
O=C(OC1C2C(=CC(C)C1)C=CC(C)C2CCC1OC(=O)CC(O)C1)C(C)CC,1113,2,[#8]=[#6](-[#6](-[#6]-[#6])-[#6])-[#8]-[#6]-1-[#6]-2-[#6](-[#6]=[#6]-[#6](-[#6])-[#6]-2-[#6]-[#6]-[#6]-2-[#8]-[#6](-[#6]-[#6](-[#6]-2)-[#8])=[#8])=[#6]-[#6](-[#6]-1)-[#6]
O=C1C=C2C(=C3C(c4ccc(N(C)C)cc4)CC4(C)C(CCC4(C)O)C3CC2)CC1,96,2,[#8]=[#6]-1-[#6]=[#6]-2-[#6](-[#6]-[#6]-1)=[#6]-1-[#6](-[#6]-[#6]-3(-[#6])-[#6](-[#6]-1-[#6]-[#6]-2)-[#6]-[#6]-[#6]-3(-[#8])-[#6])-[#6]:1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#7](-[#6])-[#6]
O=C1C=C2C(C)(C3(F)C(O)CC4(C)C(CCC4(O)C)C3CC2)CC1,91,2,[#8]=[#6]-1-[#6]=[#6]-2-[#6](-[#6]-[#6]-1)(-[#6])-[#6]-1(-[#6](-[#6]-[#6]-3(-[#6])-[#6](-[#6]-1-[#6]-[#6]-2)-[#6]-[#6]-[#6]-3(-[#6])-[#8])-[#8])-[F]
O=C1C=C2C(Cl)=CC3C(CCC4(C)C(O)(C(=O)C)CCC34)C2(C)C2CC12,88,2,[#6]-[#6](-[#6]-1(-[#6]-[#6]-[#6]-2-[#6]-3-[#6]=[#6](-[#6]-4=[#6]-[#6](-[#6]-5-[#6]-[#6]-5-[#6]-4(-[#6]-3-[#6]-[#6]-[#6]-1-2-[#6])-[#6])=[#8])-[Cl])-[#8])=[#8]
cNC(=O)Nc1c(Cl)cc(Oc2c3ccc(OC)cc3ncc2)cc1,1030,2,[#6]-[#8]-[#6]:1:[#6]:[#6]:2:[#7]:[#6]:[#6]:[#6](-[#8]-[#6]:3:[#6]:[#6](-[Cl]):[#6](-[#7]-[#6](-[#7]-[#6])=[#8]):[#6]:[#6]:3):[#6]:2:[#6]:[#6]:1
CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(=O)C,1127,2,[#6]-[#6]-[#6](-[#8]-[#6]-1-[#6]=[#6](-[#6](-[#8])=[#8])-[#6]-[#6](-[#7])-[#6]-1-[#7]-[#6](-[#6])=[#8])-[#6]-[#6]
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)ccnc2cc1OC,1029,2,[#6]-[#8]-[#6]:1:[#6]:[#6]:2:[#6](-[#8]-[#6]:3:[#6]:[#6]:[#6](-[#7]-[#6](-[#6]-4(-[#6](-[#7]-[#6]:5:[#6]:[#6]:[#6](-[F]):[#6]:[#6]:5)=[#8])-[#6]-[#6]-4)=[#8]):[#6]:[#6]:3):[#6]:[#6]:[#7]:[#6]:2:[#6]:[#6]:1-[#8]-[#6]
OC(C)(P(=O)(O)O)P(=O)(O)O,54,2,[#8]=[#15](-[#6](-[#15](-[#8])(-[#8])=[#8])(-[#6])-[#8])(-[#8])-[#8]
OC1CC2=CCC3C(C2(C)CC1)CCC(Cc)(C)C3C,82,2,[#6]-1(-[#6](-[#6]-[#6]-[#6]-2-[#6]-1-[#6]-[#6]=[#6]-1-[#6]-[#6](-[#6]-[#6]-[#6]-2-1-[#6])-[#8])(-[#6])-[#6]-[#6])-[#6]
[O-][N+](=O)c1ccc(C=NN(CC)C=O)o1,1136,2,[#8]-[#7](-[#6]:1:[#6]:[#6]:[#6](-[#6]=[#7]-[#7](-[#6]=[#8])-[#6]-[#6]):[#8]:1)=[#8]
C1CN(C2=Nc3ccccc3Sc3ccccc32)CCN1,142,2,[#6]-1-[#6]-[#7](-[#6]-2=[#7]-[#6]:3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#16]-[#6]:3:[#6]:[#6]:[#6]:[#6]:[#6]:3-2)-[#6]-[#6]-[#7]-1
CNC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,77,2,[#6]-[#7]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6]-[#6]-[#6]-4-[#7]-[#6](-[#6]=[#6]-[#6]-4(-[#6]-3-[#6]-[#6]-[#6]-1-2-[#6])-[#6])=[#8])=[#8]
CC1COCCN1c1nc(N2CCOCC2C)nc2c1ccc(-c1cc(C)ccc1)n2,164,2,[#6]-[#6]-1-[#6]-[#8]-[#6]-[#6]-[#7]-1-[#6]:1:[#7]:[#6](-[#7]-2-[#6]-[#6]-[#8]-[#6]-[#6]-2-[#6]):[#7]:[#6]:2:[#6]:1:[#6]:[#6]:[#6](-[#6]:1:[#6]:[#6](-[#6]):[#6]:[#6]:[#6]:1):[#7]:2
COc1c(NC(=O)C=CCN(C)C)cc2c(c1)ncnc2Nc1cc(Cl)c(F)cc1,1024,2,[#6]-[#8]-[#6]:1:[#6](-[#7]-[#6](-[#6]=[#6]-[#6]-[#7](-[#6])-[#6])=[#8]):[#6]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:2-[#7]-[#6]:2:[#6]:[#6](-[Cl]):[#6](-[F]):[#6]:[#6]:2):[#6]:1
C1CC(COc2c(OC)cc3c(c2)ncnc3Nc2c(F)cccc2)CC1,1023,2,[#6]-[#8]-[#6]:1:[#6](:[#6]:[#6]:2:[#7]:[#6]:[#7]:[#6](:[#6]:2:[#6]:1)-[#7]-[#6]:1:[#6](:[#6]:[#6]:[#6]:[#6]:1)-[F])-[#8]-[#6]-[#6](-[#6]-[#6])-[#6]-[#6]
[O-][N+](=O)c1cnc(C)n1CC,1138,2,[#6]-[#6]:1:[#7]:[#6]:[#6](-[#7](=[#8])-[#8]):[#7]:1-[#6]-[#6]
COc1c(OCC)cc2c(c1)ncnc2Nc1cccc(C#C)c1,1022,2,[#6]-[#6]-[#8]-[#6]:1:[#6]:[#6]:2:[#6](:[#7]:[#6]:[#7]:[#6]:2-[#7]-[#6]:2:[#6]:[#6]:[#6]:[#6](-[#6]#[#6]):[#6]:2):[#6]:[#6]:1-[#8]-[#6]
[O-][N+](=O)OC1C2OCC(O)C2OC1,1140,2,[#8]-[#7](-[#8]-[#6]-1-[#6]-2-[#8]-[#6]-[#6](-[#6]-2-[#8]-[#6]-1)-[#8])=[#8]
CCC(O)(P(O)(O)=O)P(O)(O)=O,55,2,[#8]=[#15](-[#6](-[#15](-[#8])(-[#8])=[#8])(-[#6]-[#6])-[#8])(-[#8])-[#8]
Cc1c(C(=O)NC(CSc2ccccc2)C(CN2CC3CCCCC3CC2C(=O)NC(C)(C)C)O)cccc1O,1171,2,[#8]=[#6](-[#7]-[#6](-[#6](-[#6]-[#7]-1-[#6](-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6](-[#7]-[#6](-[#6])(-[#6])-[#6])=[#8])-[#8])-[#6]-[#16]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]:1:[#6]:[#6]:[#6]:[#6](:[#6]:1-[#6])-[#8]
CCCC(NC(=O)C(CCC)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C)C(=O)NC(CC)C(=O)NC(CC)C(=O)NC(C)C(N)=O,1143,2,[#6]-[#6]-[#6]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](=[#8])-[#7])-[#6])=[#8])-[#6]-[#6])=[#8])-[#6]-[#6])=[#8])-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6])=[#8])-[#6])=[#8])-[#6])=[#8])-[#6])=[#8])-[#6]-[#6]-[#6])=[#8]
CC(CCCC(C)C)C1CCC2C1(C)CCCC2=CC=C1CC(O)CC(O)C1=C,74,2,[#6]-[#6](-[#6]-[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6](=[#6]-[#6]=[#6]-3-[#6]-[#6](-[#6]-[#6](-[#6]-3=[#6])-[#8])-[#8])-[#6]-[#6]-[#6]-[#6]-1-2-[#6])-[#6])-[#6]
CCOc1c(C)c(CS(=O)c2[nH]c3ccccc3n2)ncc1,1016,2,[#8]=[#16](-[#6]-[#6]:1:[#7]:[#6]:[#6]:[#6](:[#6]:1-[#6])-[#8]-[#6]-[#6])-[#6]:1:[#7]:[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#7]:1
CN1CCN(C2=Nc3ccccc3Ncc2cc)CC1,143,2,[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6]-2=[#7]-[#6]:3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#7]-[#6]:[#6]-2:[#6]:[#6])-[#6]-[#6]-1
CN1CCN(CC(=O)N(C)c2ccc(NC(=C3c4c(cc(C(=O)O)cc4)NC3=O)c3ccccc3)cc2)CC1,140,2,[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6]-[#6](-[#7](-[#6]:2:[#6]:[#6]:[#6](-[#7]-[#6](-[#6]:3:[#6]:[#6]:[#6]:[#6]:[#6]:3)=[#6]-3-[#6]:4:[#6](-[#7]-[#6]-3=[#8]):[#6]:[#6](-[#6](-[#8])=[#8]):[#6]:[#6]:4):[#6]:[#6]:2)-[#6])=[#8])-[#6]-[#6]-1
c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3c(nc12)cccc3,1010,2,[#6]-[#8]-[#6]:1:[#6](:[#6]:[#6]:[#6](:[#6]:1)-[#7]-[#16](=[#8])(=[#8])-[#6])-[#7]-[#6]:1:[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#7]:[#6]:2:[#6]:1:[#6]:[#6]:[#6]:[#6]:2
C12CC(C)C(O)(C(=O)C)C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C,119,2,[#6]-1-2-[#6]-[#6](-[#6](-[#6]-1(-[#6]-[#6](-[#6]-1(-[#6]-2-[#6]-[#6]-[#6]-2=[#6]-[#6](-[#6]=[#6]-[#6]-1-2-[#6])=[#8])-[Cl])-[#8])-[#6])(-[#6](-[#6])=[#8])-[#8])-[#6]
OC(=O)CN(CCN(CC)CC(O)=O)CC(O)=O,1091,2,[#8]-[#6](-[#6]-[#7](-[#6]-[#6](=[#8])-[#8])-[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6](=[#8])-[#8])=[#8]
CC1CC(OC)C(O)C(C)C=C(C)C(OC(=O)N)C(OC)C=CC=C(C)C(=O)NC2=CC(=O)C(NCC)=C(C1)C2=O,1179,2,[#6]-[#6]-1-[#6]-[#6](-[#8]-[#6])-[#6](-[#8])-[#6](-[#6])-[#6]=[#6](-[#6])-[#6](-[#8]-[#6](-[#7])=[#8])-[#6](-[#8]-[#6])-[#6]=[#6]-[#6]=[#6](-[#6])-[#6](-[#7]-[#6]-2=[#6]-[#6](-[#6](-[#7]-[#6]-[#6])=[#6](-[#6]-2=[#8])-[#6]-1)=[#8])=[#8]
CC(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1089,2,[#6]-[#6](-[#7](-[#6]-[#6](=[#8])-[#8])-[#6]-[#6](=[#8])-[#8])-[#6]-[#7](-[#6]-[#6](=[#8])-[#8])-[#6]-[#6]-[#7](-[#6]-[#6](=[#8])-[#8])-[#6]-[#6](=[#8])-[#8]
C[N+](C)(C)CCO,1093,2,[#6]-[#7](-[#6]-[#6]-[#8])(-[#6])-[#6]
CC(O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1,1088,2,[#6]-[#6](-[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6]-[#6]-[#7](-[#6]-[#6]-[#7](-[#6]-[#6]-1)-[#6]-[#6](=[#8])-[#8])-[#6]-[#6](=[#8])-[#8])-[#6]-[#6](=[#8])-[#8])-[#8]
OCC(=O)C12OC(CCC)OC1CC1C3C(C(O)CC21C)C1(C)C=CC(=O)C=C1CC3,112,2,[#8]=[#6](-[#6]-1-2-[#8]-[#6](-[#6]-[#6]-[#6])-[#8]-[#6]-1-[#6]-[#6]-1-[#6]-3-[#6](-[#6]-4(-[#6])-[#6]=[#6]-[#6](-[#6]=[#6]-4-[#6]-[#6]-3)=[#8])-[#6](-[#6]-[#6]-1-2-[#6])-[#8])-[#6]-[#8]
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO,114,2,[#6]-[#6]-1-2-[#6]-[#6](-[#6]-3-[#6](-[#6]-1-[#6]-[#6]-[#6]-2(-[#6](-[#6]-[#8])=[#8])-[#8])-[#6]-[#6]-[#6](-[#6]-3(-[#6])-[#6])=[#6]-[#6](-[#6])=[#8])-[#8]
CC12CCC3C(CCc4c3ccc(O)c4)C1CCC2O,110,2,[#6]-[#6]-1-2-[#6]-[#6]-[#6]-3-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#8])-[#6]-[#6]-[#6]:1:[#6]-3:[#6]:[#6]:[#6](:[#6]:1)-[#8]
CCC(C)C1C(C)CCC2(O1)CC1CC(O2)CC=C(C)C(OC2CC(OC)C(OC3CC(OC)C(O)C(C)O3)C(C)O2)C(C)C=CC=C2COC3C2(O)C(C=C(C)C3O)C(=O)O1,1181,2,[#6]-[#6]-[#6](-[#6]-1-[#8]-[#6]-2(-[#8]-[#6]-3-[#6]-[#6]=[#6](-[#6](-[#6](-[#6]=[#6]-[#6]=[#6]-4-[#6]-[#8]-[#6]-5-[#6](-[#6](=[#6]-[#6](-[#6]-4-5-[#8])-[#6](-[#8]-[#6](-[#6]-2)-[#6]-3)=[#8])-[#6])-[#8])-[#6])-[#8]-[#6]-2-[#8]-[#6](-[#6](-[#6](-[#6]-2)-[#8]-[#6])-[#8]-[#6]-2-[#8]-[#6](-[#6](-[#6](-[#6]-2)-[#8]-[#6])-[#8])-[#6])-[#6])-[#6])-[#6]-[#6]-[#6]-1-[#6])-[#6]
c1cn(C2CC(O)C(CO)O2)c(=O)nc1N,47,2,[#8]=[#6]:1:[#7]:[#6](:[#6]:[#6]:[#7]:1-[#6]-1-[#8]-[#6](-[#6]-[#8])-[#6](-[#6]-1)-[#8])-[#7]
O=C(SCF)C1(OC(=O)C)C2(C)CC(O)C3(F)C4(C)C(=CC(=O)C=C4)C(F)CC3C2CC1C,117,2,[#8]=[#6](-[#6]-1(-[#6]-2(-[#6])-[#6]-[#6](-[#6]-3(-[#6]-4(-[#6])-[#6](-[#6](-[#6]-[#6]-3-[#6]-2-[#6]-[#6]-1-[#6])-[F])=[#6]-[#6](-[#6]=[#6]-4)=[#8])-[F])-[#8])-[#8]-[#6](-[#6])=[#8])-[#16]-[#6]-[F]
CC(C(=O)OCc)NP(=O)(OCC1C(O)C(F)C(n2cccnc2=O)O1)Oc1ccccc1,46,2,[#6]-[#6]-[#8]-[#6](-[#6](-[#7]-[#15](-[#8]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)(-[#8]-[#6]-[#6]-1-[#8]-[#6](-[#6](-[#6]-1-[#8])-[F])-[#7]:1:[#6]:[#6]:[#6]:[#7]:[#6]:1=[#8])=[#8])-[#6])=[#8]
CC12CCC3C(CCc4c3ccc(OC(=O)N(CCCl)CCCl)c4)C1CCC2O,109,2,[#8]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-3-[#6]-[#6]-[#6]:4:[#6](-[#6]-3-[#6]-[#6]-[#6]-1-2-[#6]):[#6]:[#6]:[#6](:[#6]:4)-[#8]-[#6](-[#7](-[#6]-[#6]-[Cl])-[#6]-[#6]-[Cl])=[#8]
CCCC(C)(COC(N)=O)COC(N)=O,1110,2,[#6]-[#6]-[#6]-[#6](-[#6]-[#8]-[#6](=[#8])-[#7])(-[#6]-[#8]-[#6](=[#8])-[#7])-[#6]
Nc1nc(=O)n(C2C(F)(F)C(O)C(CO)O2)cc1,45,2,[#7]-[#6]:1:[#7]:[#6](:[#7](-[#6]-2-[#8]-[#6](-[#6](-[#6]-2(-[F])-[F])-[#8])-[#6]-[#8]):[#6]:[#6]:1)=[#8]
CC(C)C(C(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CCCN5C(=O)C(C(C)C)NC(=O)OC)[nH]4)cc3)cc2)[nH]1)NC(=O)OC,1190,2,[#6]-[#8]-[#6](-[#7]-[#6](-[#6](-[#7]-1-[#6]-[#6]-[#6]-[#6]-1-[#6]:1:[#7]:[#6]:[#6](-[#6]:2:[#6]:[#6]:[#6](-[#6]:3:[#6]:[#6]:[#6](-[#6]:4:[#6]:[#7]:[#6](-[#6]-5-[#6]-[#6]-[#6]-[#7]-5-[#6](-[#6](-[#6](-[#6])-[#6])-[#7]-[#6](-[#8]-[#6])=[#8])=[#8]):[#7]:4):[#6]:[#6]:3):[#6]:[#6]:2):[#7]:1)=[#8])-[#6](-[#6])-[#6])=[#8]
O=S(=O)(c1ccc(C)cc1)NC(=O)NN1CCCCCC1,1072,2,[#8]=[#16](-[#7]-[#6](-[#7]-[#7](-[#6]-[#6]-[#6])-[#6]-[#6]-[#6])=[#8])(-[#6]:1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1)=[#8]
CCCNC(=O)NS(=O)(=O)c1ccccc1,1071,2,[#6]-[#6]-[#6]-[#7]-[#6](-[#7]-[#16](-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)(=[#8])=[#8])=[#8]
C12CCC(=O)C1(C)CCC1c3ccc(O)cc3CCC21,107,2,[#6]-1-2-[#6]-[#6]-[#6](-[#6]-1(-[#6]-[#6]-[#6]-1-[#6]:3:[#6](:[#6]:[#6](:[#6]:[#6]:3)-[#8])-[#6]-[#6]-[#6]-1-2)-[#6])=[#8]
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,128,2,[#6]-[#6]-[#6]-1(-[#6](-[#6]-[#6])=[#6]-[#6]-[#6])-[#6](-[#7]-[#6](-[#7]-[#6]-1=[#8])=[#8])=[#8]
CC(=O)O,1101,2,[#6]-[#6](-[#8])=[#8]
O=S(=O)(c1ccc2c(c1)S(=O)(=O)NCN2)N,1059,2,[#8]=[#16](-[#7])(-[#6]:1:[#6]:[#6]:[#6]-2:[#6](-[#16](-[#7]-[#6]-[#7]-2)(=[#8])=[#8]):[#6]:1)=[#8]
C(=O)NO,1104,2,[#8]=[#6]-[#7]-[#8]
C(C=Cc1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,137,2,[#6](-[#7]-1-[#6]-[#6]-[#7](-[#6](-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-[#6]-1)-[#6]=[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,138,2,[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6](-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]:2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-[#6]-1
