MCS,class,num,smarts
C12Cc3cnc4cccc(c34)C1CCCN2C,87,12,[#6]-1(-[#7](-[#6]-[#6]-[#6])-[#6])-[#6]-[#6]:2:[#6]:[#7]:[#6]:3:[#6]:[#6]:[#6]:[#6](-[#6]-1):[#6]:2:3
c1ccccc1,118,12,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
Cc(cccccc)c,114,12,[#6]-[#6](:[#6]):[#6]:[#6]:[#6]:[#6]:[#6]:[#6]
c(cc)cc,97,12,[#6](:[#6]:[#6]):[#6]:[#6]
c1ccc(NC)cc1,151,11,[#6]:1:[#6]:[#6]:[#6]:[#6](-[#7]-[#6]):[#6]:1
c1c(F)cccc1,144,11,[F]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
C1CN(C(=C)C(O)=O)C1=O,186,11,[#8]=[#6](-[#6](-[#7]-1-[#6]-[#6]-[#6]-1=[#8])=[#6])-[#8]
c[nH]cn(c)C1OCCC1,11,11,[#6](:[#7](-[#6]-[#6]-[#6]-[#6]-[#8]):[#6]):[#7]:[#6]
c1ccccc1OCC,140,11,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8]-[#6]-[#6]
C12CCCCC1CCNC2,185,11,[#6](-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]
c1ccc(CNC)cc1,107,10,[#6]:1:[#6]:[#6]:[#6](-[#6]-[#7]-[#6]):[#6]:[#6]:1
OC1CCC(OC2CCC3C(CCC4C3CCC3C(C)CCC43)C2)OC1C,20,10,[#6]-[#6](-[#6](-[#8])-[#6])-[#8]-[#6](-[#6])-[#8]-[#6](-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
CCC(CC)(C(=O)N)C,61,10,[#6]-[#6]-[#6](-[#6](=[#8])-[#7])(-[#6])-[#6]-[#6]
C(c)cc(C)cc,115,10,[#6]-[#6]-[#6]:[#6](:[#6]:[#6])-[#6]
c1ccccc1,136,10,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
Oc(ccc)c,71,10,[#8]-[#6](:[#6]:[#6]:[#6]):[#6]
CCCCN(CC=O)CC,180,10,[#6]-[#6]-[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]=[#8]
cN1CCCCC1,31,9,[#6]-[#6]-[#6]-[#7](-[#6]-[#6])-[#6]
c-c1ccccc1,143,9,[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
cOc1c(OC)cc2c(c1)CN(C)CC2,98,9,[#6]-[#8]-[#6]:1:[#6]:[#6](-[#6]-[#6]-[#7]-[#6]):[#6](:[#6]:[#6]:1-[#8]-[#6])-[#6]
CCN(CC(O)=O)CCN(CC(O)=O)CC,163,9,[#8]-[#6](-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6](=[#8])-[#8])=[#8]
C1(c2ccccc2)CCCCC1,85,9,[#6](-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CCCNCC,49,9,[#6]-[#6]-[#6]-[#7]-[#6]-[#6]
c1ccccc1,83,9,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
OCCC(C(CO)O)O,10,9,[#6](-[#6]-[#8])-[#6](-[#6](-[#6]-[#8])-[#8])-[#8]
c1ccccc1,33,9,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CN1CCOCC1,32,9,[#6]-[#7]-1-[#6]-[#6]-[#8]-[#6]-[#6]-1
Nc1nc(=O)n(CC)cc1,13,9,[#7]-[#6]:1:[#7]:[#6](:[#7](-[#6]-[#6]):[#6]:[#6]:1)=[#8]
C12CCCC1(C)CCC1C2CCC2CC(O)CCC12C,24,9,[#8]-[#6]-1-[#6]-[#6]-[#6](-[#6](-[#6]-1)-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6](-[#6])-[#6]-[#6])-[#6])-[#6]
O=P(O)(O)C,15,9,[#6]-[#15](=[#8])(-[#8])-[#8]
CC1C(C)CCC1O,43,9,[#6]-[#6]-1-[#6](-[#6])-[#6]-[#6]-[#6]-1-[#8]
NCCC,169,9,[#7]-[#6]-[#6]-[#6]
c1cc(OC)ccc1,141,9,[#6]-[#8]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CCN(C)CC,53,9,[#6]-[#6]-[#7](-[#6])-[#6]-[#6]
C1=NCCN1,95,9,[#6]-1=[#7]-[#6]-[#6]-[#7]-1
c-c1ccccc1,145,8,[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CC(C)c1ccccc1,92,8,[#6]-[#6](-[#6])-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
c1cc2c(cc1)OCO2,148,8,[#6]:1:[#6]:[#6]-2:[#6](:[#6]:[#6]:1)-[#8]-[#6]-[#8]-2
CCC(NC(=O)CNC(=O)C(Cc)NC(=O)CNC)C(=O)NC(CCC)C(=O)NC(CC)C=O,176,8,[#6]-[#6]-[#6]-[#6](-[#7]-[#6](-[#6](-[#7]-[#6](-[#6]-[#7]-[#6](-[#6](-[#7]-[#6](-[#6]-[#7]-[#6])=[#8])-[#6]-[#6])=[#8])=[#8])-[#6]-[#6])=[#8])-[#6](-[#7]-[#6](-[#6]=[#8])-[#6]-[#6])=[#8]
cN1CCN(CCC)CC1,30,8,[#6]-[#6]-[#6]-[#7]-1-[#6]-[#6]-[#7](-[#6])-[#6]-[#6]-1
Ccccc,108,8,[#6]:[#6]:[#6]:[#6]-[#6]
CCCCC,77,8,[#6](-[#6])-[#6]-[#6]-[#6]
Cc1ccccc1,72,8,[#6](:[#6]:[#6]):[#6]:[#6]:[#6]-[#6]
n1cnc(nC)c1c[nH],62,8,[#6]-[#7]:[#6]:[#7]:[#6]:[#7]:[#6]:[#6]:[#7]
CCOC(C)n1ccc(=O)[nH]c1=O,56,8,[#6]:1:[#6]:[#7](:[#6](:[#7]:[#6]:1=[#8])=[#8])-[#6](-[#8]-[#6]-[#6])-[#6]
CC(NC(CNC(C1N(C(C(NC(CC)=O)CC)=O)CCC1)=O)=O)CC,177,8,[#6]-[#6]-[#6](-[#6](=[#8])-[#7](-[#6](-[#6]-[#6])-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#7]-[#6](-[#6]-[#6])-[#6])-[#6])-[#7]-[#6](-[#6]-[#6])=[#8]
c1cc(OC)ccc1,100,8,[#6]-[#8]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
c(ccc)ccC,147,8,[#6](:[#6]:[#6]):[#6]:[#6]:[#6]-[#6]
Cc1ccc2c(c(CC)c[nH]2)c1,116,8,[#6]-[#6]:1:[#6]:[#6]:2:[#6](:[#7]:[#6]:[#6]:2-[#6]-[#6]):[#6]:[#6]:1
CC(=O)Nc1c(I)c(C=O)c(I)cc1I,162,8,[#6]-[#6](-[#7]-[#6]:1:[#6](:[#6](:[#6](:[#6]:[#6]:1-[I])-[I])-[#6]=[#8])-[I])=[#8]
Cc1ccccc1,124,8,[#6]-[#6]:[#6]:[#6]:[#6]:[#6]:[#6]
c1ccccc1,139,8,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CCN1CCCCC1,36,7,[#6]-[#6]-[#7](-[#6]-[#6]-[#6]-[#6])-[#6]
O=C,165,7,[#6]=[#8]
NS(=O)(=O)cccc,159,7,[#8]=[#16](-[#7])(-[#6]:[#6]:[#6]:[#6])=[#8]
CCc1ccccc1,137,7,[#6]-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
Cc1ccccc1,122,7,[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
C(C)CC(C)O,191,7,[#6](-[#6]-[#6](-[#8])-[#6])-[#6]
cnc[nH]c,59,7,[#6]:[#7]:[#6]:[#7]:[#6]
OCCCCCCCCC,46,7,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#8]
C1CN(C(=O)CC)C(C(O)=O)C1,170,7,[#8]=[#6](-[#6]-1-[#7](-[#6]-[#6]-[#6]-1)-[#6](-[#6]-[#6])=[#8])-[#8]
c(ccC(O)CNC(C)C)cc,48,7,[#6]-[#6](-[#7]-[#6]-[#6](-[#6]:[#6]:[#6]:[#6]:[#6])-[#8])-[#6]
c1ccccc1,79,6,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CCc1c(CC)cccc1,76,6,[#6]-[#6]-[#6](:[#6]:[#6]:[#6]:[#6]):[#6]-[#6]-[#6]
O=C(NCC)C,171,6,[#6]-[#6](-[#7]-[#6]-[#6])=[#8]
c1cc(O)ccc1,73,6,[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1)-[#8]
c1ncc([nH]c)c[nH]1,67,6,[#6]:1:[#7]:[#6]:[#7]:[#6]:[#6]:1:[#7]:[#6]
Nc1nc(=O)cc[nH]1,60,6,[#8]=[#6]:1:[#7]:[#6](-[#7]):[#7]:[#6]:[#6]:1
CC=C(C)C,54,6,[#6]-[#6](-[#6])=[#6]-[#6]
C1C(C)C(OC2OC(C)CC(N(C)C)C2O)C(O)(C)CC(C)CC(C)CC(O)(C)C(CC)OC(=O)C1C,4,6,[#6]-[#6]-[#6](-[#6](-[#8])(-[#6])-[#6]-[#6]-[#6])-[#8]-[#6](-[#6](-[#6]-[#6](-[#6](-[#6](-[#6]-[#6](-[#6])-[#6])(-[#8])-[#6])-[#8]-[#6]-1-[#8]-[#6](-[#6]-[#6](-[#7](-[#6])-[#6])-[#6]-1-[#8])-[#6])-[#6])-[#6])=[#8]
CCCC(O)CO,8,6,[#8]-[#6](-[#6]-[#6]-[#6])-[#6]-[#8]
CC1CCCN1C,179,6,[#6]-[#6]-[#6]-[#6]-[#6]-[#7]-[#6]
O=c1n2c(cc3c1COC(=O)C3(O)CC)-c1nc3c(cc1C2)cccc3,192,6,[#6]-[#6]-[#6](-[#6]:1:[#6](:[#6](=[#8]):[#7]-2:[#6](-[#6]:3:[#7]:[#6]:4:[#6](:[#6]:[#6]:[#6]:[#6]:4):[#6]:[#6]:3-[#6]-2):[#6]:1)-[#6])(-[#6](-[#8])=[#8])-[#8]
CC(C)C1CCC2C(=CC=C3CC(O)CCC3)CCCC12C,21,6,[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6](=[#6]-[#6]=[#6]-3-[#6]-[#6](-[#6]-[#6]-[#6]-3)-[#8])-[#6]-[#6]-[#6]-[#6]-1-2-[#6])-[#6]
c(c)ccc,117,6,[#6](:[#6]):[#6]:[#6]:[#6]
[nH](c1ccccc1)c,96,6,[#7](:[#6]):[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
c(nccc)n,94,6,[#6](:[#7]:[#6]:[#7]):[#6]:[#6]
cc[N+]([O-])=O,173,6,[#6]:[#6]-[#7](=[#8])-[#8]
Oc1c(OC)cc(C)cc1,99,6,[#8]-[#6]:1:[#6](:[#6]:[#6](:[#6]:[#6]:1)-[#6])-[#8]-[#6]
c1ccc(S(N)(=O)=O)c(Cl)c1,160,6,[#8]=[#16](-[#6]:1:[#6](:[#6]:[#6]:[#6]:[#6]:1)-[Cl])(-[#7])=[#8]
cc-c1ccccc1,121,5,[#6](-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1):[#6]
CNCCC,26,5,[#6]-[#7]-[#6]-[#6]-[#6]
Cc1ccccc1,134,5,[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
c1ccc(C)cc1,120,5,[#6]-[#6](:[#6]:[#6]:[#6]:[#6]):[#6]
c1ccccc1C,131,5,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]
C1C(C)C(c)c2cc3c(cc2C1)OCO3,101,5,[#6]-[#6]-[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1-[#6]-[#6]-[#6]-[#6])-[#8]-[#6]-[#8]
c1cccc(N2CC(C)OC2=O)c1,81,5,[#6]:1:[#6]:[#6]:[#6]:[#6](-[#7]-2-[#6]-[#6](-[#8]-[#6]-2=[#8])-[#6]):[#6]:1
CC(C)C=O,57,5,[#6](-[#6](-[#6])-[#6])=[#8]
Cc1ccccc1,88,5,[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
c1cccc(OCCCC)c1,138,5,[#8](-[#6]-[#6]-[#6]-[#6])-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
OC1C(O)C(O)C(C)OC1Oc,5,5,[#8]-[#6]-1-[#6](-[#6](-[#6](-[#8]-[#6]-1-[#6])-[#8]-[#6])-[#8])-[#8]
CCCCC1CCCC(C(C)O)C1,47,4,[#6]-[#6](-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6])-[#8]
CCN1CCCC1,45,4,[#6]-[#6]-[#7]-[#6]-[#6]-[#6]-[#6]
C12CC3CC(C1)CC(C3)C2,19,4,[#6]-1-2-[#6]-[#6]-3-[#6]-[#6](-[#6]-[#6](-[#6]-2)-[#6]-3)-[#6]-1
C1COC(C)C1COC1CC(O)CO1,2,4,[#8]-[#6]-[#6]-[#8]-[#6](-[#6])-[#8]-[#6]-[#6]-[#6](-[#6])-[#8]-[#6]-[#6]
C(C)C(NC)C1OCC(O)C(O)C1O,9,4,[#6]-[#6]-[#6](-[#6](-[#6](-[#6]-[#8])-[#8])-[#8]-[#6]-[#6]-[#8])-[#7]-[#6]
OCC1OC(n2ccc[nH]c2=O)C(F)C1O,12,4,[#6]:1:[#7]:[#6](:[#7](-[#6]-2-[#8]-[#6](-[#6](-[#6]-2-[F])-[#8])-[#6]-[#8]):[#6]:[#6]:1)=[#8]
C(CCC=O)CC,42,4,[#6](-[#6]-[#6])-[#6]-[#6]-[#6]=[#8]
ClCCNC,40,4,[Cl]-[#6]-[#6]-[#7]-[#6]
C1CCCCC1,38,4,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CCC)CCO,37,4,[#8]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
C(C(C(CO)OC1C(OS(=O)(=O)O)C(O)C(O)CO1)O)OS(=O)(=O)O,6,4,[#8]-[#6]-1-[#6]-[#8]-[#6](-[#6](-[#6]-1-[#8])-[#8]-[#16](=[#8])(=[#8])-[#8])-[#8]-[#6](-[#6](-[#8])-[#6]-[#8]-[#16](=[#8])(=[#8])-[#8])-[#6]-[#8]
C1CN(c)CCN1,27,4,[#6]-1-[#6]-[#7](-[#6])-[#6]-[#6]-[#7]-1
C12CC3CC(C1)CC(C2)C3,18,4,[#6]-1-2-[#6]-[#6]-3-[#6]-[#6](-[#6]-[#6](-[#6]-3)-[#6]-2)-[#6]-1
cN(CCCl)CCCl,39,4,[#6]-[#7](-[#6]-[#6]-[Cl])-[#6]-[#6]-[Cl]
CC1CCC2CCOC3C2C1CCC(O)(C)O3,1,4,[#6]-[#6](-[#6]-[#6](-[#6]-[#6]-[#6])-[#6](-[#8]-[#6](-[#6])(-[#8])-[#6]-[#6])-[#8])-[#6]-[#6]
C1CC(C(=O)N)N(C=O)C1,181,4,[#6](-[#7]-[#6]-[#6]-[#6]-[#6]-[#6](-[#7])=[#8])=[#8]
CCc1ccc(O)cc1,146,4,[#6]-[#6]-[#6]:1:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1
c1c2cc[nH]c2ncn1,82,4,[#6]:1:[#7]:[#6]:[#7]:[#6]:2:[#6]:1:[#6]:[#6]:[#7]:2
CCn1cnc2cncnc12,63,4,[#6]-[#6]-[#7]:1:[#6]:2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#7]:[#6]:1
CS(=O)=O,158,4,[#16](-[#6])(=[#8])=[#8]
CCOC,166,4,[#6]-[#6]-[#8]-[#6]
Cc1ccccc1,105,4,[#6]-[#6]:[#6]:[#6]:[#6]:[#6]:[#6]
[O-][N+](=O)c1ccccc1,172,4,[#6]:1:[#6]:[#6]:[#6](-[#7](=[#8])-[#8]):[#6]:[#6]:1
c(C)cccc,69,4,[#6]-[#6]:[#6]:[#6]:[#6]:[#6]
C(NCCSCcc)NC,51,3,[#6](-[#7]-[#6])-[#7]-[#6]-[#6]-[#16]-[#6]-[#6]:[#6]
c(c)ccC(=O)Nc1cc(cc)ccc1,103,3,[#6](:[#6]:1:[#6]:[#6](:[#6]:[#6]:[#6]:1)-[#7]-[#6](-[#6]:[#6]:[#6]:[#6])=[#8]):[#6]
c1ccc(O)cc1O,104,3,[#6]:1:[#6]:[#6](:[#6]:[#6](:[#6]:1)-[#8])-[#8]
C12C(OC(=O)C(C)CC)CCC=C1C=CC(C)C2CCC(O)CC(O)CC=O,167,3,[#8]=[#6](-[#6](-[#6]-[#6])-[#6])-[#8]-[#6]-1-[#6]-2-[#6](-[#6]=[#6]-[#6](-[#6])-[#6]-2-[#6]-[#6]-[#6](-[#6]-[#6](-[#8])-[#6]-[#6]=[#8])-[#8])=[#6]-[#6]-[#6]-1
c1ccccc1,112,3,[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1
CCCc1ccccc1,90,3,[#6](-[#6]-[#6]:1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#6]
CC(F)F,157,3,[#6](-[#6])(-[F])-[F]
NC(N)=Nc,154,3,[#7]-[#6](=[#7]-[#6])-[#7]
CC(=O)N,153,3,[#6]-[#6](-[#7])=[#8]
cCC=C(C)CCCO,188,3,[#6]-[#6]-[#6]=[#6](-[#6]-[#6]-[#6]-[#8])-[#6]
C1CCCCC1NCc,75,3,[#6]-[#6]-[#7]-[#6](-[#6]-[#6])-[#6]-[#6]-[#6]
NCCC,41,3,[#6](-[#6]-[#6])-[#7]
c1cc(C)ccc1,80,3,[#6]:1:[#6]:[#6]:[#6]:[#6](-[#6]):[#6]:1
NC(=N)N,152,3,[#7]-[#6](=[#7])-[#7]
c(cC)n,66,3,[#6]-[#6]:[#6]:[#7]
CCO,14,2,[#6]-[#6]-[#8]
CC(O)C(O)C(O)CO,16,2,[#8]-[#6]-[#6](-[#6](-[#6](-[#6])-[#8])-[#8])-[#8]
C1C(CN)N1,55,2,[#6](-[#6](-[#7])-[#6])-[#7]
n1ccccc1,58,2,[#6]:1:[#6]:[#6]:[#7]:[#6]:[#6]:1
CCCCNc1ccc(C(=O)OCC)cc1,135,2,[#6]-[#6]-[#6]-[#6]-[#7]-[#6]:1:[#6]:[#6]:[#6](-[#6](-[#8]-[#6]-[#6])=[#8]):[#6]:[#6]:1
Cn1cc[nH]c1=S,65,2,[#6]-[#7]:1:[#6]:[#6]:[#7]:[#6]:1=[#16]
CC1C(CC(C(CC)OC=O)OC)O1,168,2,[#6]-[#6]-[#8]-[#6]-[#6]-[#6](-[#8]-[#6])-[#6](-[#8]-[#6]=[#8])-[#6]-[#6]
CC(CSSCCC=CC(CC)OC(=O)C(N)C(C)C)N,182,2,[#6](-[#6])(-[#6])-[#6](-[#7])-[#6](=[#8])-[#8]-[#6](-[#6]-[#6])-[#6]=[#6]-[#6]-[#6]-[#16]-[#16]-[#6]-[#6](-[#6])-[#7]
cc1nc(C)ccn1,93,2,[#6]:[#6]:[#7]:[#6](-[#6]):[#6]:[#6]:[#7]
c1cc(N2CCCCC2)nc(N)[n+]1,35,2,[#6]:1:[#6]:[#6](-[#7]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2):[#7]:[#6](:[#7]:1)-[#7]
N1CC1,34,2,[#7](-[#6])-[#6]
OC(C(=O)OC(C)CCC)(c1cccs1)c1cccs1,86,2,[#6](-[#6])-[#6]-[#6](-[#8]-[#6](-[#6](-[#8])(-[#6]:1:[#6]:[#6]:[#6]:[#16]:1)-[#6]:1:[#6]:[#6]:[#6]:[#16]:1)=[#8])-[#6]
O=CN1CCN(C)CC1,25,2,[#6](-[#7]-1-[#6]-[#6]-[#7](-[#6]-[#6]-1)-[#6])=[#8]
[O-][N+](=O)OC1C2OCC(O)C2OC1,174,2,[#8]-[#7](-[#8]-[#6]-1-[#6]-2-[#8]-[#6]-[#6](-[#6]-2-[#8]-[#6]-1)-[#8])=[#8]
C([C@](O[H])(\C(=C(\[C@@]1(C(C(=C(C(=O)O1)[H])[H])([H])[H])[H])[H])[H])[C@@](C([C@](O[H])(\C(=C(/C(=C(\C(=C(\C(O[H])([H])[H])[H])[H])/[H])[H])\[H])[H])[H])([H])[H])(OP(O)(O[H])=O)[H])([H])([H])[H],17,1,C([C@](O[H])(\C(=C(\[C@@]1(C(C(=C(C(=O)O1)[H])[H])([H])[H])[H])[H])[H])[C@@](C([C@](O[H])(\C(=C(/C(=C(\C(=C(\C(O[H])([H])[H])[H])[H])/[H])[H])\[H])[H])[H])([H])[H])(OP(O)(O[H])=O)[H])([H])([H])[H]
[H]C([H])(O[N+]([O-])=O)C([H])(O[N+]([O-])=O)C([H])([H])O[N+]([O-])=O,175,1,[H]C([H])(O[N+]([O-])=O)C([H])(O[N+]([O-])=O)C([H])([H])O[N+]([O-])=O
C(O[C@]23[C@@]1(N([C@]1(C(N2C1=C([C@]3(C(OC(N([H])[H])=O)([H])[H])[H])C(=O)C(N([H])[H])=C(C([H])([H])[H])C1=O)([H])[H])[H])[H])[H])([H])([H])[H],190,1,C(O[C@]23[C@@]1(N([C@]1(C(N2C1=C([C@]3(C(OC(N([H])[H])=O)([H])[H])[H])C(=O)C(N([H])[H])=C(C([H])([H])[H])C1=O)([H])[H])[H])[H])[H])([H])([H])[H]
C(N(C([H])([H])[H])c1nc(nc(n1)N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])([H])([H])[H],64,1,C(N(C([H])([H])[H])c1nc(nc(n1)N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])([H])([H])[H]
O(C(O[H])(C([Cl])([Cl])[Cl])[H])[H],156,1,O(C(O[H])(C([Cl])([Cl])[Cl])[H])[H]
[Cl][C@@]1([C@]([Cl])([C@@]([Cl])([C@@]([Cl])([C@]([Cl])([C@]1([Cl])[H])[H])[H])[H])[H])[H],155,1,[Cl][C@@]1([C@]([Cl])([C@@]([Cl])([C@@]([Cl])([C@]([Cl])([C@]1([Cl])[H])[H])[H])[H])[H])[H]
