MCS,class,num,smarts
CC(C)(C)C(C)(C)C(C)(C)C,48,3,[#6]-[#6](-[#6](-[#6](-[#6])(-[#6])-[#6])(-[#6])-[#6])(-[#6])-[#6]
C(CC1CC2CCCC12)C(CCC1CCCC1)C1CCCCC1,418,3,[#6](-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-1-2
C(CCCCCCC)CCC1CCC(CCC2CCCCC2)CC1,608,3,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCC1)C1CCCC(C2CCCC2)C1,202,3,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6](-[#6]-1)-[#6](-[#6]-[#6])-[#6]-[#6])-[#6](-[#6]-[#6])-[#6]-[#6]
C(C1CCCCC1)C1CCCC(C2CCC3CCCC3C2)C1,204,3,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6](-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CCCCCCCCC1CCC2CCCCC2C1CC1CCCCC1)CCCCCCCC1CCC2CCCCC2C1CCC,363,3,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
C(CCC1CCC(C2CCC3CCCCC23)CC1)CC1CCCCC1,539,3,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C(CC(CC)CC)C1CCC(C2CCCCC2)C1,392,3,[#6](-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCC(C)C(CC)C1)C1CCC(C2CCC3CCCCC23)CC1,342,3,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6](-[#6]-1)-[#6]-[#6])-[#6]
C(CC1CCCC1)C(CC(CC)CC)C1CCCCC1,476,2,[#6](-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6](-[#6]-[#6])-[#6]-[#6]
C(CCC1CC2CC(C1)C(CCC1CCCCC1)C1C3CCC3CCC1CC2)CC1CCCCC1,464,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6](-[#6](-[#6]-3-[#6]-4-[#6]-[#6]-[#6]-4-[#6]-[#6]-[#6]-3-[#6]-[#6]-2)-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-1
C1CC2CC(C3CCCCC3)C3C(CCC4CCCCC34)C2C1,113,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6](-[#6]-3-[#6](-[#6]-2-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-3-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)CC1CCC(CC(C2CCC3CCCCC23)C2CCCCC2)CC1,470,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C(CC(C)CCC1CCCCC1)C1CCCCC1)C1CCCC1,479,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6](-[#6])-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCC1)C1CCC2CC3CCCCC3C2C1,195,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-[#6]-3-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCC1)C1CCCC1,396,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(CC(C)C)CC1CCC(CC2CCCC3CCCCC23)CC1,170,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6](-[#6])-[#6]
C(CC1CCC1)CC1CCCC1,398,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-1
C(C1CCC2CCCCC2C1)C1C2CCCC2C(C2CCCCC2)C2CC3CCCC3CC12,135,2,[#6](-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6]-2-[#6](-[#6]-2-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-1-2)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1
C(CC1CC(C2CCCC(C3CCCC3)C2)CCC1CC1CCCCC1)C1CCCCC1,422,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6](-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCCC1)C1CC(C2CCCCCC2)CC2CCCCC12,428,2,[#6](-[#6]-1-[#6]-[#6](-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1C2CCCC2C2CCCCC12)C1CCCCC1,142,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6](-[#6](-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6])-[#6]-[#6]
C(CC1CCCCC1)CC1CC(CC)C(C)CC1CC1CCCCC1,421,2,[#6](-[#6]-[#6]-1-[#6]-[#6](-[#6](-[#6]-[#6]-1-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC(CC)CC)C1CCC2C1CCC1C2CCC2CCCCC12,148,2,[#6](-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C(C1CC1)C1CCC(CC2CCCC(CC3CCCC4CCCCC34)C2)CC1,169,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6](-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-1-[#6]-[#6]-1
C(CC1CC1)CC1(CCC2CC3CC4CC5CCCCC5CC4CCCCCC4CC4CCCCCC2C3)CC1,366,2,[#6](-[#6]-[#6]-1(-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-3-[#6]-[#6]-4-[#6]-[#6]-[#6]-[#6]-[#6]-4-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-2)-[#6]-[#6]-1-[#6]-[#6]-1
C(CC1CC2CC(CCC3CCCC3)CCC12)C(CCC1CCCCC1)C1CCCCC1,417,2,[#6](-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6](-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)CC1CCC(C2CCCCC2)CC1C1CCCCC1,435,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)CC1CC2CC(C1)C1CC21,176,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6](-[#6]-3-[#6]-[#6]-3-2)-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C)CC1CC2C(CC1)C1C(CC2)C2CCCCC2CC1,151,2,[#6](-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-3-[#6]-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-2-1
C(C1CCC2CCCCC12)C1CCC(C2CCCCC2C2CCCC2)CC1,350,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]
C(CCC1CCCC2CCCCC12)CC1CCCCC1,378,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C(C1CCCCC1)C1C2CCCCC2CC2CCCCC12,442,2,[#6](-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1C2CCCCC2CC2CCCCC12)C1CCCCC1,443,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C1CCC(C2CCC3C(C2)CC(C2CCCCC2)CC3C2CCCCC2)CC1,132,2,[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-[#6](-[#6]-[#6]-2-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-1
C(CC1CC(C)CC(C)C1)C1CCC2CCCCC12,156,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6](-[#6]-[#6](-[#6]-1)-[#6])-[#6]
C(CCCCCC1CCCC1)CCCCC(CCCCCC(CCC(CCC1CCCC1)CC1CCCC1)CC1CCC2CCCCC12)CC1CCCCC1,409,2,[#6](-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCC(C2CCC(C3CCCCC3)C2)CC1)C1CCCCCC2CCCC2CCCCC(CCC2CCCCC2)CCC2CCCC2CCCC1,353,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6](-[#6])-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CC2CCC(C2)C1)C1CCCCC1,404,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6](-[#6]-1)-[#6]-2
C(CCC1CCCCC1)CC(CCCC1CCCC1)CC1CCCCC1,458,2,[#6](-[#6]-[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCCC2CCC3CCC(CC4CCC(CC5CC2CC(CC2CCC(CCC1)CC2)C5CC1CCCCC1CC1CCCCC1)CC4)CCCC1CCCCC1C1CCCC3C1,352,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-4-[#6]-[#6]-[#6]-[#6]-[#6]-4-[#6]-4-[#6]-[#6]-[#6]-[#6]-3-[#6]-4)-[#6]-[#6]-3-[#6]-[#6]-[#6](-[#6]-[#6]-3)-[#6]-[#6]-3-[#6]-[#6]-2-[#6]-[#6](-[#6]-3-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2)-[#6]-[#6]-2-[#6]-[#6]-[#6](-[#6]-[#6]-2)-[#6]-[#6]-[#6]-1
C(CC1CCCC(CC2CCCC2)C1C1CCCCC1)C1CCCCC1,440,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6](-[#6]-1-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCCC1)C1CCC(CC2CCC(CC3CCCCC3)CC2)CC1,504,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCC2C(C1)CC1CCCC2C1,212,2,[#6]-1-[#6]-[#6]-[#6]-2-[#6](-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-2-[#6]-3)-[#6]-1
C1CC2C3C1CCCC3CC1CCCCC21,220,2,[#6]-1-[#6]-[#6]-2-[#6]-3-[#6]-1-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C(CCCC1CCC(C2CCCCC2)C1)CCCC1CCCCC1,526,2,[#6](-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CC2C3CC4CC3CCC2CC1CCCCCCCCCCCCCCCCC4)C1CCCCC1,293,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-3-[#6]-[#6]-4-[#6]-[#6]-3-[#6]-[#6]-[#6]-2-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-4
C(CC1CCC(CC2CCCC3CCCCC23)CC1)C1CCCCC1,598,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-[#6]
CC(C)CC(C)C(C)C,21,2,[#6]-[#6](-[#6]-[#6](-[#6](-[#6])-[#6])-[#6])-[#6]
C(CCC1CC2CCCCC2C1)CCC1CCC2CCCCC2C1,529,2,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1-[#6])-[#6]-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1
C(CC1CCC1CCC1CCCCC1)CC1CCCCC1,568,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC(CC)C(C)CCC1CCC2CCCC2C1)C(CC)CC,557,2,[#6](-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6](-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6])-[#6]-[#6]
CCC(C)CCC(C)C,41,2,[#6]-[#6]-[#6](-[#6]-[#6]-[#6](-[#6])-[#6])-[#6]
C1CC2CC1CC(C1CCCCC1)C2,214,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-1-[#6]-[#6](-[#6]-2)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CC2CC(CC3CCC(C(CC)CC)C3)CCC12)CC1CCCC1,534,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-2-[#6]-[#6](-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)-[#6](-[#6]-[#6])-[#6]-[#6]
C(CC(CC)CC)CC12CC3CC(CC(C3)C1)C2,69,2,[#6](-[#6]-[#6]-1-2-[#6]-[#6]-3-[#6]-[#6](-[#6]-2)-[#6]-[#6](-[#6]-1)-[#6]-3)-[#6]-[#6](-[#6]-[#6])-[#6]-[#6]
C(CC12CC3CC(CC(C3)C1)C2)C1CCC2CC12,68,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-1-2)-[#6]-[#6]-1-2-[#6]-[#6]-3-[#6]-[#6](-[#6]-2)-[#6]-[#6](-[#6]-1)-[#6]-3
C1CCCCCCCCCCC1,280,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1C2CCCCC2C2CCCCC12,216,2,[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-1-2
C1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1,282,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCCCCCCCCCCCCCCCCCCCCC1,283,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CCC1CCCCC1)CC1CCC(C2CCCC2)C1,543,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-1)-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
CC(C)C(C)(C)C,31,2,[#6]-[#6](-[#6](-[#6])(-[#6])-[#6])-[#6]
C1CCC(C2CCC3CCCC4CCCC2C34)CC1,219,2,[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6]-1-[#6]-2-3
C1CC2CCCC3CCC4CC5C6CC7(CC6CC5C(C7)C4C3)CCC3CCC(C3)CCC3CCCC(CC2C1)C3,307,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-4-[#6]-[#6]-5-[#6]-6-[#6]-[#6]-7(-[#6]-[#6]-[#6]-8-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-9-[#6]-[#6]-[#6]-[#6](-[#6]-9)-[#6]-[#6]-2-[#6]-1)-[#6]-8)-[#6]-[#6]-6-[#6]-[#6]-5-[#6](-[#6]-4-[#6]-3)-[#6]-7
C(C1CCCCCCCCCCCC(CC2CCCCC2)CCCCCCC1)C1CCCC1,288,2,[#6](-[#6]-1-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CC1,58,2,[#6]-1-[#6]-[#6]-1
C1C2CCCC(CC3CCCC4CCCC(CC5CCC(CC6CCCC7CCC1CC67)CC5)C34)C2,305,2,[#6]-1-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2)-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-[#6](-[#6]-2-3)-[#6]-[#6]-2-[#6]-[#6]-[#6](-[#6]-[#6]-2)-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-1-[#6]-[#6]-2-3
C1C2CCC3CCC4C5CCCC5CCC4C3C12,242,2,[#6]-1-[#6]-2-[#6]-[#6]-[#6]-3-[#6]-[#6]-[#6]-4-[#6]-5-[#6]-[#6]-[#6]-[#6]-5-[#6]-[#6]-[#6]-4-[#6]-3-[#6]-1-2
C1CC2CC34C5CCC36CCCC6CC4(CC5)C2C1,76,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-3-4-[#6]-5-[#6]-[#6]-[#6]-3-3-[#6]-[#6]-[#6]-[#6]-3-[#6]-[#6]-4(-[#6]-2-[#6]-1)-[#6]-[#6]-5
C(CC1CCC2CCCCC2C1)C1CCC(CC(CC)CC)CC1,601,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1
C(C1CCCCC1)C1CCC(CC2CCCCC2)CC1,502,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)CC1CCC(C2CCCC3CCCC23)CC1,337,2,[#6](-[#6]-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-1-2)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)C1CCCC1CCC1CCCCC1,567,2,[#6](-[#6](-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6])-[#6]-[#6])-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C1CCC(C2CCC(C3CCC(C4CCCC4)CC3)CC2)C1,99,2,[#6]-[#6]-[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6](-[#6]-[#6])-[#6]-[#6])-[#6]-[#6]
C1CCCCCCCCC2CCCC(CCCCCCC1)C2,298,2,[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2)-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(CC1CCCCC1)C(CCC1CCCCC1)CCC1CCC2CCCCC2C1,616,2,[#6](-[#6](-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
C(C1CCCC1)C1CCC(C2CCC3CCCCC3C2)CC1,266,2,[#6](-[#6]-1-[#6]-[#6]-[#6](-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6]-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-1
C1CC2CCCC(C3CCCCC3)C2C1,228,2,[#6]-1-[#6]-[#6]-2-[#6]-[#6]-[#6]-[#6](-[#6]-2-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1
